,,,,,,,,,,,,,,,,,,,0.103172943,0.020399405,0.083058206,0.061616012,0.053999706,0.067198471,0.239733581,0.309932662,0.19346595,-0.407945429,0.052365458,0.03717269,-0.325630362,0.278669561,0.161216256,0.102224259,-0.19675538,0.004033381,0.01642231,0.012182748,0.010676849,0.013286515,0.047400242,0.061280039,0.038252183,-0.080659172,0.010353724,0.007349803,-0.064383796,0.055098683,0.031875758,0.020211831,-0.038902571,0.066865065,0.04960327,0.04347185,0.054097366,0.192994796,0.249507768,0.155747565,-0.328411833,0.042156217,0.029925452,-0.262145023,0.224339764,0.129785315,0.082294478,-0.158395683,0.036797757,0.032249216,0.040131663,0.143171521,0.185095181,0.115539985,-0.24362948,0.031273226,0.022199938,-0.19447002,0.166424515,0.096280114,0.061049447,-0.117504469,0.028262916,0.03517102,0.125474203,0.162215713,0.101258179,-0.213514633,0.027407567,0.019455821,-0.170431735,0.145852912,0.084379006,0.053503174,-0.102979834,0.043767624,0.156142974,0.201864951,0.126007999,-0.265702503,0.034106604,0.02421127,-0.212089157,0.181502707,0.105003169,0.066580575,-0.128150466,0.557047111,0.720162327,0.449539226,-0.947905678,0.121676852,0.086374799,-0.756637645,0.647519104,0.374603547,0.23752921,-0.457182575,0.93104114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,Accept,Enroll,Top10perc,Top25perc,F.Undergrad,P.Undergrad,Outstate,Room.Board,Books,Personal,PhD,Terminal,S.F.Ratio,perc.alumni,Expend,Grad.Rate,Private_Yes,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170
0,1,-0.321205453,-0.063508901,-0.258582801,-0.191827416,-0.168115781,-0.209207131,-0.746355888,-0.964904731,-0.602312159,1.270045153,-0.163027925,-0.115728703,1.013775944,-0.867574189,-0.501910084,-0.318251941,0.61255305,0.103172943,0.020399405,0.083058206,0.061616012,0.053999706,0.067198471,0.239733581,0.309932662,0.19346595,-0.407945429,0.052365458,0.03717269,-0.325630362,0.278669561,0.161216256,0.102224259,-0.19675538,0.004033381,0.01642231,0.012182748,0.010676849,0.013286515,0.047400242,0.061280039,0.038252183,-0.080659172,0.010353724,0.007349803,-0.064383796,0.055098683,0.031875758,0.020211831,-0.038902571,0.066865065,0.04960327,0.04347185,0.054097366,0.192994796,0.249507768,0.155747565,-0.328411833,0.042156217,0.029925452,-0.262145023,0.224339764,0.129785315,0.082294478,-0.158395683,0.036797757,0.032249216,0.040131663,0.143171521,0.185095181,0.115539985,-0.24362948,0.031273226,0.022199938,-0.19447002,0.166424515,0.096280114,0.061049447,-0.117504469,0.028262916,0.03517102,0.125474203,0.162215713,0.101258179,-0.213514633,0.027407567,0.019455821,-0.170431735,0.145852912,0.084379006,0.053503174,-0.102979834,0.043767624,0.156142974,0.201864951,0.126007999,-0.265702503,0.034106604,0.02421127,-0.212089157,0.181502707,0.105003169,0.066580575,-0.128150466,0.557047111,0.720162327,0.449539226,-0.947905678,0.121676852,0.086374799,-0.756637645,0.647519104,0.374603547,0.23752921,-0.457182575,0.93104114,0.581173852,-1.225472577,0.157306416,0.111667173,-0.978197205,0.837126439,0.484295415,0.307082803,-0.591055336,0.362779937,-0.764963638,0.098193701,0.069704805,-0.610609577,0.522550482,0.302306546,0.191687013,-0.36894815,1.613014691,-0.207052826,-0.146980678,1.287541224,-1.101858393,-0.63744847,-0.404194335,0.777970032,0.026578104,0.01886701,-0.165273788,0.14143882,0.08182536,0.051883953,-0.099863253,0.013393133,-0.117322975,0.100403235,0.058085403,0.036830884,-0.07088997,1.027741665,-0.879525842,-0.50882437,-0.322636162,0.620991547,0.752684973,0.435444234,0.276107169,-0.531435215,0.251913733,0.159733858,-0.307446553,0.101284298,-0.194946197,0.375221239
1,1,-0.038702991,-0.288584214,-0.655655599,-1.353911398,-0.20978848,0.244307046,0.457496389,1.909207868,1.215879791,0.235514925,-2.675645536,-3.378175938,-0.477704499,-0.544572203,0.16610985,-0.551261842,0.61255305,0.001497921,0.011169072,0.025375833,0.05240042,0.008119442,-0.009455413,-0.017706479,-0.073892055,-0.047058184,-0.009115132,0.103555485,0.130745512,0.018488593,0.021076573,-0.006428948,0.021335482,-0.023707635,0.083280848,0.189211856,0.390717456,0.060541643,-0.070503157,-0.132026236,-0.550967252,-0.350883714,-0.067965889,0.772149064,0.974888247,0.137857977,0.157154941,-0.047936681,0.159085465,-0.17677314,0.429884265,0.887699589,0.137548991,-0.160181283,-0.299960069,-1.251782829,-0.797198394,-0.154416679,1.754301978,2.21491997,0.31320963,0.357051814,-0.108910853,0.361437914,-0.401623837,1.833076074,0.284035014,-0.330770094,-0.619409575,-2.584898294,-1.646193508,-0.318866341,3.622586988,4.573750907,0.646769566,0.737302512,-0.224898019,0.746359691,-0.829342556,0.044011206,-0.051252804,-0.095977472,-0.400529816,-0.255077573,-0.049408318,0.561319609,0.708702394,0.100216901,0.114244974,-0.034847933,0.115648384,-0.128506573,0.059685933,0.111769591,0.466432934,0.297048,0.057537955,-0.653679057,-0.825312184,-0.116706575,-0.133042826,0.040581807,-0.134677152,0.149651026,0.209302946,0.873455705,0.556260614,0.107747227,-1.22409817,-1.545503292,-0.218548083,-0.249139816,0.075994657,-0.252200302,0.280240808,3.645074684,2.321367265,0.449646947,-5.108363509,-6.449640081,-0.912037188,-1.039701534,0.317138233,-1.052473446,1.169491103,1.478363667,0.286357837,-3.253263336,-4.107455855,-0.580831247,-0.662134336,0.20196961,-0.670268134,0.744790875,0.05546728,-0.630154456,-0.795610851,-0.112506539,-0.128254881,0.039121349,-0.129830391,0.144265385,7.159079032,9.038801367,1.27816791,1.457082183,-0.444451079,1.474981287,-1.638974833,11.41207267,1.613769844,1.839660712,-0.561148299,1.86225949,-2.069311974,0.228201588,0.260144591,-0.079351423,0.263340262,-0.292619348,0.296558884,-0.090458807,0.300201876,-0.333579364,0.027592482,-0.091570022,0.101751095,0.303889619,-0.337677123,0.375221239
2,1,-0.376317928,-0.478121319,-0.315307486,-0.292878197,-0.549565383,-0.497090044,0.201304685,-0.554317217,-0.90534415,-0.259581685,-1.204844983,-0.931340511,-0.300749192,0.585934748,-0.177289956,-0.667766793,0.61255305,0.141615183,0.179925624,0.11865586,0.110215316,0.206811306,0.187063895,-0.075754562,0.208599506,0.340697235,0.097685242,0.453404767,0.350480131,0.113177313,-0.22049775,0.066717389,0.251292616,-0.230514694,0.228599996,0.150755231,0.14003131,0.262758926,0.237669347,-0.096248062,0.265030879,0.43286434,0.124111538,0.576062073,0.445293754,0.143794601,-0.280147895,0.084766107,0.31927354,-0.292874672,0.099418811,0.092346688,0.17328208,0.156736212,-0.063472874,0.174780368,0.285461788,0.081848049,0.379896643,0.293658636,0.094828472,-0.184749612,0.05590085,0.210551869,-0.193142562,0.085777638,0.160955719,0.145586836,-0.058957753,0.162347427,0.265155562,0.076025816,0.352872826,0.27276933,0.088082881,-0.171607512,0.051924363,0.195574334,-0.179403433,0.302022111,0.27318348,-0.110630087,0.304633554,0.497545805,0.142657108,0.662141095,0.511832505,0.165281345,-0.322009454,0.097432422,0.366981513,-0.336637952,0.247098511,-0.100066555,0.27554557,0.450037563,0.129035471,0.598916445,0.462960095,0.149499429,-0.291262329,0.088129072,0.331940224,-0.304494022,0.040523576,-0.111586653,-0.182250019,-0.052255009,-0.24254094,-0.187483209,-0.060542221,0.11795141,-0.035689299,-0.134424584,0.123309799,0.307267577,0.50184785,0.143890597,0.667866318,0.51625808,0.166710455,-0.324793719,0.098274875,0.37015463,-0.339548702,0.819648031,0.23501076,1.090799358,0.843183684,0.272281522,-0.530472597,0.160508424,0.60455876,-0.554571321,0.067382651,0.312755691,0.241758939,0.078068982,-0.152097929,0.046021225,0.173340029,-0.159007553,1.451651433,1.122120943,0.362356155,-0.705960541,0.213606913,0.80455547,-0.738031469,0.867395148,0.280099906,-0.545704768,0.165117318,0.621918266,-0.570495471,0.090450077,-0.176219402,0.053319811,0.200830323,-0.184224835,0.343319529,-0.103880345,-0.391267767,0.358916117,0.031431728,0.118388345,-0.108599503,0.44591249,-0.409042586,0.375221239
3,1,-0.681681861,-0.692427478,1.840230564,1.677612034,-0.65807944,-0.520751653,0.626632659,0.99679117,-0.602312159,-0.68817278,1.185205915,1.175656661,-1.615274329,1.151188223,1.792851452,-0.376504416,0.61255305,0.46469016,0.472015252,-1.254451796,-1.143597694,0.448600818,0.354986956,-0.427164117,-0.67949446,0.410585274,0.469114901,-0.807933374,-0.801423821,1.101103211,-0.784744131,-1.222154315,0.256656231,-0.417566303,0.479455813,-1.274226209,-1.16162467,0.455672287,0.360582754,-0.433897672,-0.690205596,0.417057489,0.476509743,-0.820669143,-0.814056977,1.11846033,-0.797114359,-1.24141961,0.260702003,-0.424148564,3.386448529,3.087192939,-1.211017899,-0.958303108,1.153148572,1.834325577,-1.108393244,-1.266396582,2.18105215,2.163479321,-2.972477189,2.118451753,3.299260038,-0.692854934,1.127238844,2.814382137,-1.104001988,-0.873619239,1.05124649,1.672228862,-1.010446126,-1.154486937,1.988315706,1.972295763,-2.709803652,1.931247217,3.007709171,-0.631628339,1.027626368,0.433068549,0.342695956,-0.412374069,-0.655967775,0.396369248,0.452872357,-0.779959645,-0.773675477,1.062978826,-0.757573301,-1.179838679,0.247769815,-0.403108568,0.271182284,-0.326319993,-0.519080649,0.313655052,0.358367112,-0.617197939,-0.61222515,0.841156776,-0.59948317,-0.933630357,0.196065297,-0.318988013,0.392668489,0.624621901,-0.37742847,-0.431231539,0.742688734,0.73670486,-1.012183648,0.721372137,1.123459273,-0.235929963,0.383845746,0.993592637,-0.600379441,-0.68596455,1.181402791,1.171884179,-1.610091188,1.147494256,1.787098496,-0.375296277,0.610587471,0.362779937,0.414494833,-0.713863933,-0.708112302,0.972899368,-0.693374664,-1.079856228,0.226773188,-0.36894815,0.473581775,-0.815626449,-0.809054913,1.111587825,-0.792216399,-1.233791567,0.259100091,-0.421542335,1.404713061,1.393395229,-1.914432689,1.364395092,2.124898146,-0.446235261,0.726001498,1.382168585,-1.899008024,1.353402103,2.107777752,-0.442639925,0.720152074,2.609111156,-1.859484784,-2.895946925,0.608157918,-0.989441216,1.325234325,2.063909477,-0.43342745,0.705163857,3.214316328,-0.675016489,1.098216625,0.141755575,-0.230628928,0.375221239
4,1,-0.764554694,-0.780734539,-0.655655599,-0.59603054,-0.711923867,0.009005487,-0.716508311,-0.216723039,1.518911783,0.235514925,0.204672213,-0.523534607,-0.553542488,-1.675079153,0.241803446,-2.939613332,0.61255305,0.58454388,0.596914256,0.501284566,0.455697947,0.544304734,-0.006885188,0.547809792,0.165696616,-1.161291133,-0.180064041,-0.156483101,0.400270841,0.423213507,1.280689629,-0.184871959,2.24749517,-0.468330309,0.60954642,0.511892972,0.465341629,0.555823552,-0.007030895,0.559402785,0.169203162,-1.185866891,-0.183874636,-0.159794666,0.40874155,0.432169739,1.30779215,-0.188784302,2.295057659,-0.478241323,0.429884265,0.390790761,0.46677687,-0.005904498,0.469782686,0.142095674,-0.995883016,-0.154416679,-0.134194483,0.343258397,0.362933232,1.098275026,-0.158539783,1.927373941,-0.401623837,0.355252405,0.424328367,-0.005367545,0.427060835,0.12917355,-0.90531781,-0.140374088,-0.12199089,0.312042615,0.329928228,0.998398332,-0.144122238,1.752099322,-0.365100325,0.506835593,-0.006411221,0.510099367,0.154290304,-1.081349551,-0.167668696,-0.145711034,0.372716782,0.394080109,1.192528829,-0.172145644,2.092780892,-0.436091136,8.11E-05,-0.006452507,-0.001951697,0.013678541,0.002120927,0.001843173,-0.004714684,-0.00498492,-0.015084904,0.002177558,-0.026472651,0.005516339,0.513384159,0.155283858,-1.088312916,-0.168748401,-0.146649342,0.375116897,0.396617793,1.200208134,-0.173254178,2.106257382,-0.438899351,0.046968875,-0.329183177,-0.05104151,-0.044357184,0.113462011,0.11996541,0.363028244,-0.052404377,0.637081934,-0.132754358,2.307093005,0.357726394,0.310879037,-0.795202884,-0.840782207,-2.544297464,0.367278103,-4.465013327,0.930414045,0.05546728,0.048203361,-0.123300213,-0.130367517,-0.39450614,0.05694832,-0.692322812,0.144265385,0.041890715,-0.107152987,-0.113294766,-0.342842158,0.049490446,-0.601657167,0.125372589,0.274088485,0.289798649,0.876961906,-0.126592472,1.53898931,-0.32069272,0.306409286,0.927227482,-0.133848481,1.627200876,-0.339074139,2.80589017,-0.405039911,4.924085011,-1.026074844,0.058468906,-0.710808632,0.148117438,8.64132654,-1.800669112,0.375221239
5,1,-0.62861059,-0.669812256,0.592287482,0.31342649,-0.623420958,-0.535211525,0.760946756,-0.932970147,-0.299280167,-0.983752845,-0.346877994,-0.455566956,-1.185525726,-0.948324685,0.012806365,-0.609514317,0.61255305,0.395151273,0.421051077,-0.372318183,-0.19702321,0.391889016,0.336439632,-0.478339189,0.586474914,0.188130682,0.618397456,0.21805118,0.286374213,0.745234026,0.596126939,-0.008050217,0.383147154,-0.385057334,0.448648458,-0.396721414,-0.209936904,0.417574998,0.358491239,-0.509691463,0.624914838,0.200461524,0.658929712,0.232343132,0.305144331,0.794079661,0.635199496,-0.008577861,0.40826016,-0.41029554,0.350804462,0.185638586,-0.36924443,-0.316999087,0.450699238,-0.552586539,-0.177259897,-0.582664496,-0.205451494,-0.269826606,-0.702172048,-0.56168084,0.00758505,-0.3610077,0.362807504,0.098236164,-0.195396642,-0.167749469,0.23850087,-0.292417558,-0.093802332,-0.308334201,-0.108720752,-0.142786752,-0.371575167,-0.297230077,0.004013854,-0.191037933,0.191990352,0.388653691,0.333662082,-0.474390156,0.581633143,0.186577528,0.613292141,0.216251011,0.284009988,0.739081584,0.591205484,-0.007983757,0.379984,-0.381878409,0.286451377,-0.407267474,0.499336375,0.160178195,0.526515861,0.1856531,0.243824685,0.634507032,0.507554301,-0.006854114,0.326219087,-0.327845452,0.579039965,-0.709940607,-0.227736272,-0.748583536,-0.263955684,-0.346662198,-0.902121956,-0.721624593,0.009744962,-0.463807943,0.466120256,0.870433295,0.279219461,0.917812036,0.323626813,0.42503037,1.106060111,0.884758621,-0.011947957,0.568658662,-0.571493709,0.089568618,0.294417716,0.103813704,0.136342155,0.354804337,0.28381477,-0.003832691,0.182415547,-0.183324979,0.96776966,0.341242213,0.448165289,1.166264306,0.932917107,-0.012598298,0.599611444,-0.602600806,0.120324343,0.158026152,0.411232786,0.328952964,-0.004442246,0.211427104,-0.212481173,0.207541252,0.540086347,0.43202539,-0.005834157,0.277674582,-0.279058929,1.405471248,1.124263311,-0.015182276,0.722594904,-0.726197399,0.899319708,-0.012144592,0.578017473,-0.580899178,0.000164003,-0.007805663,0.007844578,0.371507703,-0.373359854,0.375221239
6,1,-0.685356026,-0.729042601,-0.598930914,-0.54550515,-0.677471686,-0.410988077,0.708713496,1.243143679,-0.299280167,0.235514925,1.062639202,0.903786058,-0.654659806,0.262932762,-0.153144657,-0.143494515,0.61255305,0.469712883,0.49965374,0.410480911,0.373865242,0.464309303,0.281673155,-0.485721066,-0.851996012,0.205113466,-0.161411573,-0.728286181,-0.619415222,0.448675043,-0.180202553,0.104958613,0.09834483,-0.419816924,0.531503114,0.436646151,0.397696493,0.49390572,0.299627816,-0.516682331,-0.906304701,0.218187991,-0.171700413,-0.774709248,-0.658898539,0.477274888,-0.191689185,0.111648979,0.104613614,-0.446577269,0.35871824,0.326719898,0.405758736,0.246153464,-0.424470422,-0.74455718,0.179248144,-0.141057169,-0.636447469,-0.54130541,0.392095996,-0.157478559,0.091723069,0.085943301,-0.366876958,0.297575868,0.369564293,0.224196112,-0.386606862,-0.678141278,0.163258872,-0.128474604,-0.579675157,-0.493019949,0.357120295,-0.143431176,0.083541199,0.078276997,-0.334150843,0.458967885,0.278432785,-0.480133327,-0.842194644,0.202753839,-0.159554693,-0.719907972,-0.612289465,0.443513482,-0.178129502,0.103751169,0.097213471,-0.414987347,0.168911199,-0.291272797,-0.510917229,0.12300058,-0.096793826,-0.436732042,-0.371445294,0.269057374,-0.10806223,0.062940628,0.058974535,-0.251752,0.50227482,0.881032703,-0.212103893,0.166912606,0.753106744,0.640525377,-0.46396624,0.186343997,-0.108535685,-0.101696499,0.434124614,1.545406205,-0.372048248,0.29277889,1.321013207,1.123535925,-0.813836199,0.326863201,-0.190380812,-0.178384299,0.761491452,0.089568618,-0.070484946,-0.318026838,-0.270485243,0.195926696,-0.078690561,0.045833158,0.042945062,-0.183324979,0.05546728,0.250267392,0.212855105,-0.154182155,0.06192459,-0.036067852,-0.0337951,0.144265385,1.129202074,0.960398496,-0.695667174,0.27940266,-0.162737516,-0.152482897,0.650922884,0.816829239,-0.591672406,0.237634965,-0.138410006,-0.129688342,0.553616907,0.428579461,-0.172131511,0.100257651,0.093940091,-0.401013861,0.069133637,-0.040266748,-0.037729409,0.161060265,0.023453286,0.021975418,-0.093809227,0.020590676,-0.087898003,0.375221239
7,1,-0.121984064,-0.313353267,0.535562797,0.616578833,-0.434449711,-0.541126927,0.852479326,0.42744315,-0.602312159,-0.725120288,1.001355846,1.379559614,-0.098514556,1.151188223,0.350074032,0.439030239,0.61255305,0.014880112,0.038224105,-0.065330126,-0.075212792,0.052995941,0.066008862,-0.103988892,-0.052141252,0.073472485,0.088453119,-0.122149455,-0.168284288,0.012017206,-0.140426617,-0.042703453,-0.053554693,-0.07472171,0.09819027,-0.167820352,-0.193206992,0.136136236,0.169563891,-0.267127182,-0.133940708,0.188736483,0.227218811,-0.313778126,-0.432289513,0.030869858,-0.360728591,-0.109696842,-0.13757156,-0.1919455,0.286827509,0.330216684,-0.232675102,-0.289807451,0.456556212,0.228922649,-0.322575984,-0.388347449,0.536288937,0.738840805,-0.052760731,0.616533584,0.187486627,0.235128263,0.328060625,0.380169457,-0.267872496,-0.333647409,0.525620708,0.263552399,-0.371372928,-0.447093821,0.617414819,0.850607256,-0.06074199,0.709798291,0.215848238,0.270696752,0.377687245,0.188746551,0.235092437,-0.370359397,-0.185702553,0.261674343,0.3150283,-0.435038758,-0.599349276,0.04279962,-0.500133391,-0.152089562,-0.19073656,-0.266123496,0.292818352,-0.461299518,-0.231300999,0.325927328,0.392382113,-0.541860612,-0.746516855,0.053308879,-0.622938946,-0.189434485,-0.237571084,-0.33146895,0.726721001,0.364386449,-0.513458663,-0.618150054,0.853635156,1.176046049,-0.083981622,0.98136416,0.298430875,0.374264202,0.522188811,0.182707647,-0.257454207,-0.3099477,0.428022697,0.589683307,-0.042109372,0.492067521,0.149636747,0.187660468,0.261831605,0.362779937,0.436748766,-0.603128801,-0.830925529,0.059336515,-0.693374664,-0.210853846,-0.264433251,-0.36894815,0.525799432,-0.726103439,-1.000346664,0.071434903,-0.834749936,-0.253845783,-0.318349733,-0.444174644,1.00271353,1.381430084,-0.098648126,1.152749057,0.350548678,0.439625496,0.613383578,1.903184727,-0.135906703,1.58813278,0.482947996,0.605668387,0.845053449,0.009705118,-0.113408796,-0.034487388,-0.043250869,-0.060345392,1.325234325,0.403001103,0.505406441,0.705163857,0.122551828,0.153693086,0.214438916,0.192747551,0.268929312,0.375221239
